shift_id,rider_id,status
1428,16,confirmed
1429,77,confirmed
1430,31,confirmed
1431,77,confirmed
1432,20,confirmed
1433,203,confirmed
1434,60,confirmed
1435,203,confirmed
1436,60,confirmed
1437,203,confirmed
1438,17,confirmed
1439,,cancelled_by_rider
1440,17,confirmed
1441,60,confirmed
1442,201,confirmed
1443,77,confirmed
1444,201,confirmed
1445,118,confirmed
1446,118,confirmed
1447,12,confirmed
1448,17,confirmed
1449,27,confirmed
1450,9,cancelled_by_rider
1451,202,confirmed
1452,31,confirmed
1453,202,confirmed
1454,31,confirmed
1455,31,confirmed
1456,27,confirmed
1457,201,confirmed
1458,198,confirmed
1459,30,confirmed
1460,111,confirmed
1461,30,confirmed
1462,198,confirmed
1463,30,confirmed
1464,198,confirmed
1465,,unassigned
1466,9,confirmed
1467,32,confirmed
1468,58,confirmed
1469,32,confirmed
1470,202,confirmed
1471,31,confirmed
1472,202,confirmed
1473,31,confirmed
1474,31,confirmed
1475,27,confirmed
1476,27,confirmed
1477,56,confirmed
1478,28,confirmed
1479,28,confirmed
1480,28,confirmed
1481,65,confirmed
1482,65,confirmed
1483,60,confirmed
1484,29,confirmed
1485,29,confirmed
1486,29,confirmed
1487,69,confirmed
1488,29,confirmed
1489,69,confirmed
1490,29,confirmed
1491,69,confirmed
1492,17,confirmed
1493,73,confirmed
1494,73,confirmed
1495,21,confirmed
1496,27,confirmed
1497,202,confirmed
1498,24,confirmed
1499,49,confirmed
1500,49,confirmed
1501,9,confirmed
1502,,cancelled_by_rider
1503,,cancelled_by_rider
1504,,cancelled_by_rider
1505,77,confirmed
1506,65,confirmed
1507,21,confirmed
1508,,cancelled_by_rider
1509,20,confirmed
1510,24,confirmed
1511,24,confirmed
1512,12,confirmed
1513,27,confirmed
1514,12,confirmed
1515,56,confirmed
1516,58,confirmed
1517,111,confirmed
1518,,cancelled_by_rider
1519,11,confirmed
1520,58,confirmed
1521,111,confirmed
1522,111,confirmed
1523,24,confirmed
1524,17,confirmed
1525,17,confirmed
1526,24,confirmed
1527,22,confirmed
1528,22,confirmed
1529,22,confirmed
1530,22,confirmed
1531,31,confirmed
1532,22,confirmed
1533,22,confirmed
1534,61,confirmed
1535,61,confirmed
1536,61,confirmed
1537,61,confirmed
1538,61,confirmed
1539,200,confirmed
1540,200,confirmed
1541,202,confirmed
1542,202,confirmed
1543,202,confirmed
1544,202,confirmed
1545,30,confirmed
1546,35,confirmed
1547,35,confirmed
1548,119,confirmed
1549,119,confirmed
1550,111,confirmed
1551,,cancelled_by_rider
1552,,cancelled_by_rider
1553,,cancelled_by_rider
1554,,cancelled_by_rider
1555,31,confirmed
1556,119,confirmed
1557,58,confirmed
1558,201,confirmed
1559,201,confirmed
1560,201,confirmed
1561,19,confirmed
1562,119,confirmed
1563,201,confirmed
1564,201,confirmed
1565,58,confirmed
1566,119,confirmed
1567,201,confirmed
1568,201,confirmed
1569,,cancelled_by_rider
1570,58,confirmed
1571,32,confirmed
1572,31,confirmed
1573,57,confirmed
1574,57,confirmed
1575,57,confirmed
1576,57,confirmed
1577,12,confirmed
1578,12,confirmed
1579,57,confirmed
1580,57,confirmed
1581,57,confirmed
1582,57,confirmed
1583,113,confirmed
1584,113,confirmed
1585,27,confirmed
1586,27,confirmed
1587,32,confirmed
1588,32,confirmed
1589,32,confirmed
1590,32,confirmed
1591,32,confirmed
1592,19,confirmed
1593,14,confirmed
1594,19,confirmed
1595,19,confirmed
1596,71,confirmed
1597,24,confirmed
1598,202,confirmed
1599,48,confirmed
1600,48,confirmed
1601,77,confirmed
1602,77,confirmed
1603,77,confirmed
1604,61,confirmed
1605,200,confirmed
1606,200,confirmed
1607,42,confirmed
1608,21,confirmed
1609,21,confirmed
1610,21,confirmed
1611,210,confirmed
1612,42,confirmed
1613,61,confirmed
1614,148,confirmed
1615,,cancelled_by_rider
1616,61,confirmed
1617,56,confirmed
1618,64,confirmed
1619,61,confirmed
1620,148,confirmed
1621,200,confirmed
1622,61,confirmed
1623,148,confirmed
1624,200,confirmed
1625,61,confirmed
1626,56,confirmed
1627,200,confirmed
1628,200,confirmed
1629,14,confirmed
1630,,unassigned
1631,200,confirmed
1632,56,confirmed
1633,14,confirmed
1634,14,confirmed
1635,24,confirmed
1636,24,confirmed
1637,16,confirmed
1638,16,confirmed
1639,43,confirmed
1640,43,confirmed
1641,16,confirmed
1642,16,confirmed
1643,49,confirmed
1644,24,confirmed
1645,49,confirmed
1646,49,confirmed
1647,49,confirmed
1648,1,confirmed
1649,199,confirmed
1650,1,confirmed
1651,199,confirmed
1652,49,confirmed
1653,199,confirmed
1654,70,confirmed
1655,70,confirmed
1656,70,confirmed
1657,70,confirmed
1658,70,confirmed
1659,70,confirmed
1660,12,confirmed
1661,12,confirmed
1662,21,confirmed
1663,12,confirmed
1664,51,confirmed
1665,51,confirmed
1666,51,confirmed
1667,51,confirmed
1668,1,confirmed
1669,1,confirmed
1670,1,confirmed
1671,30,confirmed
1672,12,confirmed
1673,16,confirmed
1674,69,confirmed
1675,12,confirmed
1676,16,confirmed
1677,17,confirmed
1678,64,confirmed
1679,16,confirmed
1680,77,confirmed
1681,16,confirmed
1682,49,confirmed
1683,77,confirmed
1684,118,confirmed
1685,77,confirmed
1686,49,confirmed
1687,204,confirmed
1688,49,confirmed
1689,77,confirmed
1690,12,confirmed
1691,27,confirmed
1692,64,confirmed
1693,27,confirmed
1694,16,confirmed
1695,148,confirmed
1696,148,confirmed
1697,77,confirmed
1698,38,confirmed
1699,30,confirmed
1700,38,confirmed
1701,118,confirmed
1702,17,confirmed
1703,,cancelled_by_rider
1704,31,confirmed
1705,31,confirmed
1706,31,confirmed
1707,31,confirmed
1708,,cancelled_by_rider
1709,19,confirmed
1710,204,confirmed
1711,59,confirmed
1712,204,confirmed
1713,59,confirmed
1714,204,confirmed
1715,,cancelled_by_rider
1716,204,confirmed
1717,204,confirmed
1718,,cancelled_by_rider
1719,77,confirmed
1720,32,confirmed
1721,32,confirmed
1722,32,confirmed
1723,31,confirmed
1724,31,confirmed
1725,31,confirmed
1726,31,confirmed
1727,,cancelled_by_rider
1728,12,confirmed
1729,27,confirmed
1730,28,confirmed
1731,28,confirmed
1732,28,confirmed
1733,27,confirmed
1734,65,confirmed
1735,65,confirmed
1736,49,confirmed
1737,29,confirmed
1738,29,confirmed
1739,29,confirmed
1740,69,confirmed
1741,29,confirmed
1742,49,confirmed
1743,29,confirmed
1744,22,confirmed
1745,17,confirmed
1746,24,confirmed
1747,3,confirmed
1748,24,confirmed
1749,206,confirmed
1750,77,confirmed
1751,24,confirmed
1752,148,confirmed
1753,,cancelled_by_rider
1754,,cancelled_by_rider
1755,111,confirmed
1756,111,confirmed
1757,42,confirmed
1758,111,confirmed
1759,27,confirmed
1760,12,confirmed
1761,27,confirmed
1762,12,confirmed
1763,3,confirmed
1764,210,confirmed
1765,24,confirmed
1766,21,confirmed
1767,21,confirmed
1768,21,confirmed
1769,148,confirmed
1770,148,confirmed
1771,17,confirmed
1772,24,confirmed
1773,24,confirmed
1774,22,confirmed
1775,22,confirmed
1776,22,confirmed
1777,22,confirmed
1778,22,confirmed
1779,22,confirmed
1780,22,confirmed
1781,61,confirmed
1782,61,confirmed
1783,61,confirmed
1784,61,confirmed
1785,61,confirmed
1786,200,confirmed
1787,200,confirmed
1788,145,confirmed
1789,145,confirmed
1790,145,confirmed
1791,30,confirmed
1792,30,confirmed
1793,35,confirmed
1794,35,confirmed
1795,35,confirmed
1796,23,confirmed
1797,23,confirmed
1798,35,confirmed
1799,35,confirmed
1800,119,confirmed
1801,25,confirmed
1802,,cancelled_by_rider
1803,,cancelled_by_rider
1804,,cancelled_by_rider
1805,,cancelled_by_rider
1806,,cancelled_by_rider
1807,119,confirmed
1808,201,confirmed
1809,31,confirmed
1810,119,confirmed
1811,32,confirmed
1812,201,confirmed
1813,31,confirmed
1814,119,confirmed
1815,201,confirmed
1816,201,confirmed
1817,31,confirmed
1818,119,confirmed
1819,32,confirmed
1820,201,confirmed
1821,31,confirmed
1822,212,confirmed
1823,201,confirmed
1824,119,confirmed
1825,57,confirmed
1826,57,confirmed
1827,57,confirmed
1828,57,confirmed
1829,57,confirmed
1830,27,confirmed
1831,57,confirmed
1832,57,confirmed
1833,57,confirmed
1834,57,confirmed
1835,23,confirmed
1836,23,confirmed
1837,200,confirmed
1838,211,confirmed
1839,32,confirmed
1840,32,confirmed
1841,32,confirmed
1842,32,confirmed
1843,32,confirmed
1844,117,confirmed
1845,56,confirmed
1846,43,confirmed
1847,43,confirmed
1848,9,confirmed
1849,21,confirmed
1850,,unassigned
1851,48,confirmed
1852,48,confirmed
1853,48,confirmed
1854,48,confirmed
1855,48,confirmed
1856,61,confirmed
1857,200,confirmed
1858,200,confirmed
1859,42,confirmed
1860,42,confirmed
1861,21,confirmed
1862,21,confirmed
1863,32,confirmed
1864,42,confirmed
1865,61,confirmed
1866,64,confirmed
1867,,cancelled_by_rider
1868,61,confirmed
1869,64,confirmed
1870,200,confirmed
1871,61,confirmed
1872,148,confirmed
1873,200,confirmed
1874,61,confirmed
1875,56,confirmed
1876,16,confirmed
1877,61,confirmed
1878,148,confirmed
1879,145,confirmed
1880,200,confirmed
1881,148,confirmed
1882,211,confirmed
1883,,cancelled_by_rider
1884,,cancelled_by_rider
1885,200,confirmed
1886,24,confirmed
1887,24,confirmed
1888,24,confirmed
1889,117,confirmed
1890,117,confirmed
1891,16,confirmed
1892,16,confirmed
1893,49,confirmed
1894,,cancelled_by_rider
1895,49,confirmed
1896,9,confirmed
1897,118,confirmed
1898,118,cancelled_by_rider
1899,199,confirmed
1900,199,confirmed
1901,1,confirmed
1902,1,confirmed
1903,199,confirmed
1904,,cancelled_by_rider
1905,,cancelled_by_rider
1906,70,confirmed
1907,70,confirmed
1908,70,confirmed
1909,70,confirmed
1910,119,confirmed
1911,64,confirmed
1912,70,confirmed
1913,70,confirmed
1914,42,confirmed
1915,145,confirmed
1916,111,confirmed
1917,51,confirmed
1918,111,confirmed
1919,51,confirmed
1920,111,confirmed
1921,51,confirmed
1922,111,confirmed
1923,51,confirmed
1924,1,confirmed
1925,1,confirmed
1926,1,confirmed
1927,7,confirmed
1928,17,confirmed
1929,16,confirmed
1930,118,confirmed
1931,17,confirmed
1932,16,confirmed
1933,202,confirmed
1934,17,confirmed
1935,38,confirmed
1936,17,confirmed
1937,3,confirmed
1938,16,confirmed
1939,202,confirmed
1940,118,confirmed
1941,49,confirmed
1942,77,confirmed
1943,17,confirmed
1944,77,confirmed
1945,118,confirmed
1946,77,confirmed
1947,,cancelled_by_rider
1948,77,confirmed
1949,3,confirmed
1950,77,confirmed
1951,49,confirmed
1952,77,confirmed
1953,49,confirmed
1954,27,confirmed
1955,,cancelled_by_rider
1956,,cancelled_by_rider
1957,,cancelled_by_rider
1958,,cancelled_by_rider
1959,209,confirmed
1960,202,confirmed
1961,202,confirmed
1962,202,confirmed
1963,202,confirmed
1964,202,confirmed
1965,202,confirmed
1966,30,confirmed
1967,59,confirmed
1968,30,confirmed
1969,59,confirmed
1970,23,confirmed
1971,59,confirmed
1972,9,confirmed
1973,113,confirmed
1974,,cancelled_by_rider
1975,77,confirmed
1976,32,confirmed
1977,32,confirmed
1978,32,confirmed
1979,202,confirmed
1980,202,confirmed
1981,202,confirmed
1982,202,confirmed
1983,202,confirmed
1984,25,confirmed
1985,27,confirmed
1986,28,confirmed
1987,28,confirmed
1988,27,confirmed
1989,28,confirmed
1990,65,confirmed
1991,65,confirmed
1992,29,confirmed
1993,49,confirmed
1994,29,confirmed
1995,29,confirmed
1996,29,confirmed
1997,29,confirmed
1998,24,confirmed
1999,29,confirmed
2000,49,confirmed
2001,17,confirmed
2002,73,confirmed
2003,145,confirmed
2004,30,confirmed
2005,48,confirmed
2006,148,confirmed
2007,,cancelled_by_rider
2008,118,confirmed
2009,61,confirmed
2010,25,confirmed
2011,25,confirmed
2012,56,confirmed
2013,56,confirmed
2014,21,confirmed
2015,21,confirmed
2016,118,confirmed
2017,3,confirmed
2018,71,confirmed
2019,,unassigned
2020,202,confirmed
2021,212,confirmed
2022,212,confirmed
2023,212,confirmed
2024,212,confirmed
2025,113,confirmed
2026,24,confirmed
2027,24,confirmed
2028,113,confirmed
2029,,cancelled_by_rider
2030,148,confirmed
2031,113,confirmed
2032,24,confirmed
2033,24,confirmed
2034,27,confirmed
2035,212,confirmed
2036,,cancelled_by_rider
2037,,cancelled_by_rider
2038,77,confirmed
2039,,cancelled_by_rider
2040,148,confirmed
2041,16,confirmed
2042,,unassigned
2043,27,confirmed
2044,7,confirmed
2045,25,confirmed
2046,21,confirmed
2047,58,confirmed
2048,22,confirmed
2049,71,confirmed
2050,71,confirmed
2051,22,confirmed
2052,22,confirmed
2053,22,confirmed
2054,22,confirmed
2055,61,confirmed
2056,61,confirmed
2057,61,confirmed
2058,61,confirmed
2059,61,confirmed
2060,12,confirmed
2061,216,confirmed
2062,20,confirmed
2063,20,confirmed
2064,,cancelled_by_rider
2065,145,confirmed
2066,145,confirmed
2067,30,confirmed
2068,145,confirmed
2069,35,confirmed
2070,35,confirmed
2071,35,confirmed
2072,48,confirmed
2073,48,confirmed
2074,35,confirmed
2075,35,confirmed
2076,119,confirmed
2077,58,confirmed
2078,201,confirmed
2079,201,confirmed
2080,,cancelled_by_rider
2081,31,confirmed
2082,31,confirmed
2083,201,confirmed
2084,212,confirmed
2085,31,confirmed
2086,31,confirmed
2087,119,confirmed
2088,,cancelled_by_rider
2089,218,confirmed
2090,32,confirmed
2091,119,confirmed
2092,212,cancelled_by_rider
2093,201,confirmed
2094,119,confirmed
2095,31,confirmed
2096,23,confirmed
2097,23,confirmed
2098,57,confirmed
2099,57,confirmed
2100,9,confirmed
2101,9,confirmed
2102,57,confirmed
2103,57,confirmed
2104,57,confirmed
2105,57,confirmed
2106,23,confirmed
2107,23,confirmed
2108,71,confirmed
2109,9,confirmed
2110,32,confirmed
2111,32,confirmed
2112,32,confirmed
2113,32,confirmed
2114,32,confirmed
2115,43,confirmed
2116,43,confirmed
2117,148,confirmed
2118,21,confirmed
2119,21,confirmed
2120,21,confirmed
2121,199,confirmed
2122,77,cancelled_by_rider
2123,48,confirmed
2124,48,confirmed
2125,38,confirmed
2126,38,confirmed
2127,61,confirmed
2128,200,confirmed
2129,77,confirmed
2130,42,confirmed
2131,148,confirmed
2132,42,confirmed
2133,148,confirmed
2134,42,confirmed
2135,42,confirmed
2136,61,confirmed
2137,145,confirmed
2138,,cancelled_by_rider
2139,61,confirmed
2140,64,confirmed
2141,211,confirmed
2142,61,confirmed
2143,58,confirmed
2144,200,confirmed
2145,61,confirmed
2146,58,confirmed
2147,211,confirmed
2148,61,confirmed
2149,58,confirmed
2150,216,confirmed
2151,200,confirmed
2152,148,confirmed
2153,,cancelled_by_rider
2154,77,confirmed
2155,148,confirmed
2156,211,confirmed
2157,24,confirmed
2158,24,confirmed
2159,24,confirmed
2160,199,confirmed
2161,30,confirmed
2162,199,confirmed
2163,16,confirmed
2164,16,confirmed
2165,209,confirmed
2166,220,confirmed
2167,220,confirmed
2168,70,confirmed
2169,70,confirmed
2170,70,confirmed
2171,70,confirmed
2172,119,cancelled_by_rider
2173,64,confirmed
2174,70,confirmed
2175,70,confirmed
2176,24,confirmed
2177,58,confirmed
2178,16,confirmed
2179,51,confirmed
2180,16,confirmed
2181,51,confirmed
2182,117,confirmed
2183,117,confirmed
2184,27,confirmed
2185,51,confirmed
2186,1,confirmed
2187,1,confirmed
2188,1,confirmed
2189,27,confirmed
2190,202,confirmed
2191,69,confirmed
2192,17,confirmed
2193,16,confirmed
2194,69,confirmed
2195,17,confirmed
2196,16,confirmed
2197,118,cancelled_by_rider
2198,17,cancelled_by_rider
2199,12,confirmed
2200,,cancelled_by_rider
2201,49,confirmed
2202,27,cancelled_by_rider
2203,3,confirmed
2204,,cancelled_by_rider
2205,49,confirmed
2206,17,confirmed
2207,49,cancelled_by_rider
2208,17,confirmed
2209,20,confirmed
2210,77,confirmed
2211,12,confirmed
2212,77,confirmed
2213,16,confirmed
2214,9,confirmed
2215,16,confirmed
2216,9,confirmed
2217,9,confirmed
2218,9,confirmed
2219,220,confirmed
2220,3,confirmed
2221,217,confirmed
2222,71,confirmed
2223,202,confirmed
2224,202,confirmed
2225,31,confirmed
2226,31,confirmed
2227,202,confirmed
2228,,cancelled_by_rider
2229,209,cancelled_by_rider
2230,59,confirmed
2231,209,confirmed
2232,59,confirmed
2233,209,confirmed
2234,59,confirmed
2235,209,confirmed
2236,59,confirmed
2237,27,confirmed
2238,7,confirmed
2239,9,confirmed
2240,32,confirmed
2241,32,confirmed
2242,32,confirmed
2243,202,confirmed
2244,202,confirmed
2245,31,confirmed
2246,31,confirmed
2247,202,confirmed
2248,77,confirmed
2249,77,cancelled_by_rider
2250,,cancelled_by_rider
2251,27,confirmed
2252,3,confirmed
2253,3,confirmed
2254,3,confirmed
2255,111,confirmed
2256,22,confirmed
2257,29,confirmed
2258,29,confirmed
2259,29,confirmed
2260,29,confirmed
2261,24,confirmed
2262,29,confirmed
2263,24,confirmed
2264,29,confirmed
2265,49,confirmed
2266,17,confirmed
2267,73,confirmed
2268,73,confirmed
2269,212,confirmed
2270,212,confirmed
2271,212,confirmed
2272,20,confirmed
2273,218,confirmed
2274,21,confirmed
2275,21,confirmed
2276,71,confirmed
2277,71,confirmed
2278,118,confirmed
2279,118,confirmed
2280,21,confirmed
2281,71,confirmed
2282,12,confirmed
2283,27,confirmed
2284,24,confirmed
2285,58,confirmed
2286,58,confirmed
2287,58,confirmed
2288,31,confirmed
2289,31,confirmed
2290,22,confirmed
2291,22,confirmed
2292,22,confirmed
2293,22,confirmed
2294,22,confirmed
2295,61,confirmed
2296,20,confirmed
2297,61,confirmed
2298,61,confirmed
2299,20,confirmed
2300,61,confirmed
2301,20,confirmed
2302,212,confirmed
2303,20,confirmed
2304,,cancelled_by_rider
2305,218,confirmed
2306,216,confirmed
2307,20,confirmed
2308,,cancelled_by_rider
2309,145,confirmed
2310,145,confirmed
2311,145,confirmed
2312,71,confirmed
2313,7,confirmed
2314,35,confirmed
2315,35,confirmed
2316,35,confirmed
2317,48,confirmed
2318,48,confirmed
2319,35,confirmed
2320,35,confirmed
2321,119,confirmed
2322,216,confirmed
2323,119,confirmed
2324,201,confirmed
2325,212,confirmed
2326,218,confirmed
2327,201,confirmed
2328,32,confirmed
2329,119,confirmed
2330,201,confirmed
2331,218,confirmed
2332,32,confirmed
2333,212,confirmed
2334,119,confirmed
2335,31,confirmed
2336,201,confirmed
2337,201,confirmed
2338,58,confirmed
2339,,cancelled_by_rider
2340,201,confirmed
2341,119,cancelled_by_rider
2342,57,confirmed
2343,57,confirmed
2344,57,confirmed
2345,57,confirmed
2346,9,confirmed
2347,9,confirmed
2348,57,confirmed
2349,57,confirmed
2350,57,confirmed
2351,57,confirmed
2352,216,confirmed
2353,220,confirmed
2354,220,confirmed
2355,220,confirmed
2356,32,confirmed
2357,32,confirmed
2358,32,confirmed
2359,32,confirmed
2360,32,confirmed
2361,21,confirmed
2362,43,confirmed
2363,43,confirmed
2364,21,confirmed
2365,148,confirmed
2366,7,confirmed
2367,148,confirmed
2368,118,confirmed
2369,16,confirmed
2370,9,confirmed
2371,71,confirmed
2372,111,confirmed
2373,31,confirmed
2374,31,confirmed
2375,77,confirmed
2376,77,confirmed
2377,61,confirmed
2378,211,confirmed
2379,111,confirmed
2380,42,confirmed
2381,148,confirmed
2382,1,confirmed
2383,148,confirmed
2384,42,confirmed
2385,42,confirmed
2386,61,confirmed
2387,64,confirmed
2388,216,confirmed
2389,61,confirmed
2390,71,confirmed
2391,211,confirmed
2392,61,confirmed
2393,200,confirmed
2394,216,confirmed
2395,61,confirmed
2396,200,confirmed
2397,14,confirmed
2398,61,confirmed
2399,71,confirmed
2400,14,confirmed
2401,211,confirmed
2402,200,confirmed
2403,,cancelled_by_rider
2404,111,confirmed
2405,14,confirmed
2406,,cancelled_by_rider
2407,14,confirmed
2408,14,confirmed
2409,14,cancelled_by_rider
2410,199,confirmed
2411,30,confirmed
2412,199,confirmed
2413,49,confirmed
2414,16,confirmed
2415,199,confirmed
2416,,cancelled_by_rider
2417,,cancelled_by_rider
2418,70,confirmed
2419,70,confirmed
2420,70,confirmed
2421,70,confirmed
2422,216,confirmed
2423,64,confirmed
2424,70,confirmed
2425,70,confirmed
2426,148,confirmed
2427,24,confirmed
2428,117,confirmed
2429,117,confirmed
2430,27,confirmed
2431,51,confirmed
2432,17,confirmed
2433,51,confirmed
2434,27,confirmed
2435,51,confirmed
2436,111,confirmed
2437,201,confirmed
2438,24,confirmed
2439,219,confirmed
2440,202,confirmed
2441,16,confirmed
2442,49,confirmed
2443,17,confirmed
2444,16,confirmed
2445,202,confirmed
2446,17,confirmed
2447,209,confirmed
2448,215,confirmed
2449,209,confirmed
2450,3,confirmed
2451,118,confirmed
2452,17,confirmed
2453,118,confirmed
2454,17,confirmed
2455,17,confirmed
2456,215,confirmed
2457,16,confirmed
2458,215,confirmed
2459,209,confirmed
2460,215,confirmed
2461,209,confirmed
2462,17,confirmed
2463,43,confirmed
2464,215,confirmed
2465,43,confirmed
2466,3,confirmed
2467,,cancelled_by_rider
2468,,cancelled_by_rider
2469,,cancelled_by_rider
2470,9,confirmed
2471,,cancelled_by_rider
2472,199,confirmed
2473,202,confirmed
2474,202,confirmed
2475,202,confirmed
2476,202,confirmed
2477,202,confirmed
2478,21,confirmed
2479,217,confirmed
2480,59,confirmed
2481,27,cancelled_by_rider
2482,59,confirmed
2483,27,cancelled_by_rider
2484,59,confirmed
2485,9,cancelled_by_rider
2486,59,confirmed
2487,,cancelled_by_rider
2488,77,confirmed
2489,77,confirmed
2490,32,confirmed
2491,32,confirmed
2492,32,confirmed
2493,202,confirmed
2494,202,confirmed
2495,202,confirmed
2496,202,confirmed
2497,202,confirmed
2498,77,confirmed
2499,77,confirmed
2500,27,confirmed
2501,3,confirmed
2502,3,confirmed
2503,3,confirmed
2504,27,confirmed
2505,27,cancelled_by_rider
2506,65,confirmed
2507,65,confirmed
2508,49,confirmed
2509,29,confirmed
2510,29,confirmed
2511,29,confirmed
2512,49,confirmed
2513,22,confirmed
2514,29,confirmed
2515,69,confirmed
2516,69,confirmed
2517,29,cancelled_by_rider
2518,17,confirmed
2519,73,confirmed
2520,73,confirmed
2521,216,confirmed
2522,216,confirmed
2523,31,confirmed
2524,,cancelled_by_rider
2525,21,confirmed
2526,21,confirmed
2527,21,confirmed
2528,21,confirmed
2529,16,confirmed
2530,77,confirmed
2531,113,confirmed
2532,113,confirmed
2533,199,confirmed
2534,206,confirmed
2535,,cancelled_by_rider
2536,,cancelled_by_rider
2537,,cancelled_by_rider
2538,,cancelled_by_rider
2539,118,cancelled_by_rider
2540,49,confirmed
2541,42,confirmed
2542,42,confirmed
2543,14,confirmed
2544,58,confirmed
2545,58,confirmed
2546,58,confirmed
2547,,cancelled_by_rider
2548,22,confirmed
2549,22,confirmed
2550,22,confirmed
2551,22,confirmed
2552,32,confirmed
2553,32,confirmed
2554,31,confirmed
2555,61,confirmed
2556,20,confirmed
2557,61,confirmed
2558,61,confirmed
2559,20,confirmed
2560,61,confirmed
2561,226,confirmed
2562,218,confirmed
2563,25,confirmed
2564,145,confirmed
2565,145,confirmed
2566,218,confirmed
2567,145,confirmed
2568,145,confirmed
2569,145,confirmed
2570,219,cancelled_by_rider
2571,145,confirmed
2572,35,confirmed
2573,35,confirmed
2574,35,confirmed
2575,48,confirmed
2576,48,confirmed
2577,35,confirmed
2578,35,confirmed
2579,58,confirmed
2580,31,confirmed
2581,201,confirmed
2582,201,confirmed
2583,212,cancelled_by_rider
2584,119,confirmed
2585,201,confirmed
2586,201,confirmed
2587,,cancelled_by_rider
2588,218,confirmed
2589,119,confirmed
2590,201,confirmed
2591,,cancelled_by_rider
2592,119,confirmed
2593,201,confirmed
2594,201,confirmed
2595,218,confirmed
2596,31,confirmed
2597,31,confirmed
2598,119,confirmed
2599,57,confirmed
2600,57,confirmed
2601,57,confirmed
2602,57,confirmed
2603,9,confirmed
2604,57,confirmed
2605,57,confirmed
2606,57,confirmed
2607,57,confirmed
2608,57,confirmed
2609,12,confirmed
2610,12,confirmed
2611,12,confirmed
2612,111,confirmed
2613,32,confirmed
2614,32,confirmed
2615,32,confirmed
2616,32,confirmed
2617,32,confirmed
2618,14,confirmed
2619,21,confirmed
2620,43,confirmed
2621,43,confirmed
2622,31,confirmed
2623,43,confirmed
2624,148,confirmed
2625,118,confirmed
2626,118,confirmed
2627,118,confirmed
2628,118,confirmed
2629,48,confirmed
2630,48,confirmed
2631,59,confirmed
2632,77,confirmed
2633,77,confirmed
2634,61,confirmed
2635,43,confirmed
2636,43,confirmed
2637,42,confirmed
2638,148,confirmed
2639,42,confirmed
2640,148,confirmed
2641,148,confirmed
2642,42,confirmed
2643,61,confirmed
2644,64,confirmed
2645,,cancelled_by_rider
2646,61,confirmed
2647,206,confirmed
2648,14,confirmed
2649,61,confirmed
2650,58,confirmed
2651,14,confirmed
2652,61,confirmed
2653,64,confirmed
2654,14,confirmed
2655,61,confirmed
2656,211,confirmed
2657,,cancelled_by_rider
2658,43,confirmed
2659,211,confirmed
2660,43,confirmed
2661,226,confirmed
2662,24,confirmed
2663,24,confirmed
2664,14,confirmed
2665,199,confirmed
2666,30,confirmed
2667,220,confirmed
2668,9,confirmed
2669,226,confirmed
2670,199,confirmed
2671,215,confirmed
2672,215,confirmed
2673,70,confirmed
2674,70,confirmed
2675,70,confirmed
2676,70,confirmed
2677,24,confirmed
2678,24,confirmed
2679,70,confirmed
2680,70,confirmed
2681,24,confirmed
2682,24,confirmed
2683,209,confirmed
2684,209,confirmed
2685,209,confirmed
2686,51,confirmed
2687,209,confirmed
2688,51,confirmed
2689,209,confirmed
2690,51,confirmed
2691,1,confirmed
2692,1,confirmed
2693,1,confirmed
2694,49,confirmed
2695,49,cancelled_by_rider
2696,16,confirmed
2697,17,confirmed
2698,49,cancelled_by_rider
2699,16,confirmed
2700,17,confirmed
2701,49,cancelled_by_rider
2702,215,confirmed
2703,219,confirmed
2704,215,confirmed
2705,16,confirmed
2706,17,confirmed
2707,49,confirmed
2708,64,confirmed
2709,17,confirmed
2710,,cancelled_by_rider
2711,,cancelled_by_rider
2712,,cancelled_by_rider
2713,49,confirmed
2714,,cancelled_by_rider
2715,,cancelled_by_rider
2716,,cancelled_by_rider
2717,9,confirmed
2718,,cancelled_by_rider
2719,,cancelled_by_rider
2720,,cancelled_by_rider
2721,,cancelled_by_rider
2722,,cancelled_by_rider
2723,,cancelled_by_rider
2724,,cancelled_by_rider
2725,,cancelled_by_rider
2726,,cancelled_by_rider
2727,,cancelled_by_rider
2728,,cancelled_by_rider
2729,202,confirmed
2730,202,confirmed
2731,202,confirmed
2732,202,confirmed
2733,202,confirmed
2734,198,confirmed
2735,,cancelled_by_rider
2736,,cancelled_by_rider
2737,,cancelled_by_rider
2738,,cancelled_by_rider
2739,,cancelled_by_rider
2740,32,confirmed
2741,31,confirmed
2742,21,confirmed
2743,32,confirmed
2744,31,confirmed
2745,202,confirmed
2746,202,confirmed
2747,202,confirmed
2748,202,confirmed
2749,202,confirmed
2750,,cancelled_by_rider
2751,,cancelled_by_rider
2752,77,confirmed
2753,77,confirmed
2754,113,confirmed
2755,3,confirmed
2756,3,confirmed
2757,3,confirmed
2758,3,confirmed
2759,27,confirmed
2760,121,confirmed
2761,121,confirmed
2762,49,confirmed
2763,29,confirmed
2764,29,confirmed
2765,29,confirmed
2766,24,confirmed
2767,29,confirmed
2768,29,confirmed
2769,69,confirmed
2770,29,confirmed
2771,24,confirmed
2772,69,confirmed
2773,73,confirmed
2774,73,confirmed
2775,206,confirmed
